Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Scaled,MonthlyIncome_Scaled,TotalWorkingYears_Scaled,YearsAtCompany_Scaled,AgeGroup,TenureRatio,IncomeCategory
27,0,1220,5,3,3,0,85,3,1,2,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-1.0866755151470848,-0.8924661710867595,-0.9359045730975464,-0.4911735278257753,Young,0.8,Low
32,0,588,8,2,3,0,65,2,2,2,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-0.5391662584750891,-0.260553112315283,0.2211851850634235,0.9783483566461847,Middle-Aged,0.9285714285714286,Medium
27,0,1377,2,3,4,1,74,3,2,3,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-1.0866755151470848,-0.4328930374347766,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Medium
31,0,691,7,3,4,1,73,3,2,4,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.6486681098094882,0.2723219361541912,0.2211851850634235,-0.0013328996684553085,Middle-Aged,0.5,High
32,0,1018,2,4,1,0,74,4,2,4,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.5391662584750891,-0.3003061883761795,-0.16451140099023315,-0.0013328996684553085,Middle-Aged,0.6363636363636364,Medium
28,1,1157,2,4,1,1,84,1,1,4,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.9771736638126857,-0.6658966161963319,-0.8073390444129942,-0.6544537372115486,Young,0.5,Low
30,0,1275,28,2,4,0,64,3,2,4,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-0.7581699611438873,-0.13485986026146565,-0.03594587230568093,0.48850772848886465,Young,0.8333333333333334,Medium
31,0,798,7,2,3,0,48,2,3,3,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.6486681098094882,0.5931039834432752,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,High
39,0,672,7,2,3,1,54,2,5,4,16581,21141,1,0,15,3,1,1,21,2,3,21,9,13,3,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0.22734670086570485,2.3482137808601977,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
39,1,1162,3,2,4,0,41,3,2,3,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.22734670086570485,-0.2582552466470231,0.09261965637887129,-0.9810141559830953,Middle-Aged,0.07692307692307693,Medium
33,0,508,10,3,2,1,46,2,2,4,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.42966440714069,-0.38601657780227433,-0.2930769296747854,-0.0013328996684553085,Middle-Aged,0.7,Medium
47,0,1482,5,5,4,1,42,3,5,3,16581,16375,4,0,11,3,2,1,21,2,3,3,2,1,1,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1.103361511540898,2.3482137808601977,1.2497094145398413,-0.6544537372115486,Senior,0.13636363636363635,High
43,0,559,10,4,3,0,82,2,2,3,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.6653541062033014,-0.2538893018773292,-0.2930769296747854,0.32522751910309133,Middle-Aged,0.9,Medium
27,0,210,1,1,3,1,73,3,2,2,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-1.0866755151470848,-0.002962370903346569,-0.678773515728442,-0.32789331844000197,Young,0.7142857142857143,Medium
54,0,928,20,4,4,0,31,3,2,3,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.869874470881692,-0.3430464898058139,1.121143885855289,-0.4911735278257753,Senior,0.19047619047619047,Medium
43,0,1001,7,3,3,0,43,3,3,1,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6653541062033014,0.8325415860759583,-0.16451140099023315,-0.9810141559830953,Middle-Aged,0.09090909090909091,High
45,0,549,8,4,4,1,75,3,2,4,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.8843578088720997,-0.6123563461258759,0.09261965637887129,0.48850772848886465,Middle-Aged,0.7692307692307693,Medium
40,0,1124,1,2,2,1,57,1,2,4,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.33684855220010396,0.251641145139852,-0.678773515728442,-0.4911735278257753,Middle-Aged,0.5714285714285714,High
29,1,318,8,4,2,1,77,1,1,1,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,-0.8676718124782865,-0.9749595485772904,-0.5502079870438897,-0.0013328996684553085,Young,0.875,Low
29,0,738,9,5,2,1,30,2,1,4,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,-0.8676718124782865,-0.5466373880136424,-0.9359045730975464,-0.6544537372115486,Young,0.6,Medium
30,0,570,5,3,4,0,30,2,2,3,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.7581699611438873,-0.0560430678401506,-0.16451140099023315,0.48850772848886465,Young,0.9090909090909091,Medium
27,0,1130,8,4,2,0,56,3,2,2,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-1.0866755151470848,-0.03398355742485541,-0.42164245835933756,0.16194730971731802,Young,0.8888888888888888,Medium
37,0,1192,5,2,4,1,61,3,2,4,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.008342998196906572,-0.003421944036998552,-0.42164245835933756,-0.16461310905422863,Middle-Aged,0.6666666666666666,Medium
38,0,343,15,2,3,1,92,2,3,4,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.11784484953130571,1.1829661004855954,0.09261965637887129,0.651787937874638,Middle-Aged,0.8461538461538461,High
31,0,1232,7,4,3,0,39,3,3,4,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,-0.6486681098094882,0.17948816315649063,-0.03594587230568093,0.651787937874638,Middle-Aged,0.9166666666666666,High
29,0,144,10,1,4,0,39,2,2,2,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.8676718124782865,0.437998050835731,-0.5502079870438897,-0.0013328996684553085,Young,0.875,High
35,0,1296,5,4,3,1,62,3,3,2,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,-0.2106607044718917,0.3982449747748345,0.7354472998016324,1.4681889848035046,Middle-Aged,0.8888888888888888,High
23,0,1309,26,1,3,1,83,3,1,4,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-1.5246829204846812,-0.7945770936188871,-0.9359045730975464,-0.4911735278257753,Young,0.8,Low
41,0,483,6,3,4,1,95,2,2,2,6032,10110,6,1,15,3,4,0,8,3,3,5,4,1,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.4463504035345031,-0.07580471258718585,-0.42164245835933756,-0.32789331844000197,Middle-Aged,0.5555555555555556,Medium
47,0,1309,4,1,2,1,99,3,2,3,2976,25751,3,0,19,3,1,0,5,3,3,0,0,0,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,1.103361511540898,-0.7780324608074157,-0.8073390444129942,-1.1442943653688686,Senior,0.0,Low
42,0,810,23,5,1,0,44,3,4,4,15992,15901,2,0,14,3,2,0,16,2,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.5558522548689022,2.212869492999689,0.6068817711170802,-0.9810141559830953,Middle-Aged,0.058823529411764705,High
29,0,746,2,3,4,1,61,3,2,3,4649,16928,1,0,14,3,1,1,4,3,2,4,3,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.8676718124782865,-0.39359953450753205,-0.9359045730975464,-0.4911735278257753,Young,0.8,Medium
42,0,544,2,1,3,1,52,3,1,3,2696,24017,0,1,11,3,3,1,4,5,3,3,2,1,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.5558522548689022,-0.8423726995186933,-0.9359045730975464,-0.6544537372115486,Middle-Aged,0.6,Low
32,0,1062,2,3,3,0,75,3,1,2,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-0.5391662584750891,-0.9172831203039665,-0.42164245835933756,0.16194730971731802,Middle-Aged,0.8888888888888888,Low
48,0,530,29,1,1,0,91,3,3,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1.2128633628752972,1.4113739479106309,0.4783162424325279,-1.1442943653688686,Senior,0.0,High
37,0,1319,6,3,3,1,51,4,2,1,5974,17001,4,1,13,3,1,2,13,2,3,7,7,6,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.008342998196906572,-0.08913233346309336,0.2211851850634235,-0.0013328996684553085,Middle-Aged,0.5,Medium
30,0,641,25,2,4,0,85,3,2,3,4736,6069,7,1,12,3,2,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-0.7581699611438873,-0.37360810319367077,-0.9359045730975464,-0.8177339465973219,Young,0.4,Medium
26,0,933,1,3,3,1,57,3,2,3,5296,20156,1,0,17,3,2,1,8,3,3,8,7,7,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-1.1961773664814839,-0.24492762577111557,-0.42164245835933756,0.16194730971731802,Young,0.8888888888888888,Medium
42,0,1332,2,4,1,1,98,2,2,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.5558522548689022,0.09630542596548174,0.34975071374797573,-0.9810141559830953,Middle-Aged,0.06666666666666667,High
21,1,756,1,1,1,0,99,2,1,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,-1.7436866231534796,-0.9623212874018608,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
36,0,845,1,5,4,0,45,3,2,4,6653,15276,4,0,15,3,2,0,7,6,3,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-0.10115885313749257,0.06689274541175483,-0.5502079870438897,-0.9810141559830953,Middle-Aged,0.125,High
36,0,541,3,4,1,1,48,2,3,4,9699,7246,4,0,11,3,1,1,16,2,3,13,9,1,12,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.10115885313749257,0.7668226279637248,0.6068817711170802,0.9783483566461847,Middle-Aged,0.7647058823529411,High
57,0,593,1,4,4,1,88,3,2,3,6755,2967,2,0,11,3,3,0,15,2,3,3,2,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2.1983800248848895,0.09033097522800596,0.4783162424325279,-0.6544537372115486,Senior,0.1875,High
40,0,1171,10,4,4,0,46,4,1,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.33684855220010396,-0.9533596112956472,-0.16451140099023315,-0.0013328996684553085,Middle-Aged,0.6363636363636364,Low
21,0,895,9,2,1,1,39,3,1,4,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,-1.7436866231534796,-0.8621343442657285,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
33,1,350,5,3,4,0,34,3,1,3,2851,9150,1,1,13,3,2,0,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,-0.42966440714069,-0.8067557816606646,-1.3216011591512031,-0.9810141559830953,Middle-Aged,0.5,Low
37,0,921,10,3,3,0,98,3,1,1,3452,17663,6,0,20,4,2,1,17,3,3,5,4,0,3,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.008342998196906572,-0.6686540549982438,0.7354472998016324,-0.32789331844000197,Middle-Aged,0.2777777777777778,Low
46,0,1144,7,4,3,0,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0.9938596602064987,-0.25365951531050324,-0.5502079870438897,-0.9810141559830953,Senior,0.125,Medium
41,1,143,4,3,1,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,0.4463504035345031,0.6877760489755838,-0.42164245835933756,0.16194730971731802,Middle-Aged,0.8888888888888888,High
50,0,1046,10,3,4,1,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.4318670655440953,0.9499625217240399,1.121143885855289,-0.4911735278257753,Senior,0.19047619047619047,High
40,1,575,22,2,3,1,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.33684855220010396,0.004161012668259165,-0.42164245835933756,-0.16461310905422863,Middle-Aged,0.6666666666666666,Medium
31,0,408,9,4,3,1,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.6486681098094882,-0.851334375624907,-1.0644701017820986,-0.8177339465973219,Middle-Aged,0.5,Low
21,1,156,12,3,3,0,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,-1.7436866231534796,-0.8377769681821735,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
29,0,1283,23,3,4,1,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.8676718124782865,-0.9561170500975591,-0.678773515728442,-0.6544537372115486,Young,0.42857142857142855,Low
35,0,755,9,4,3,1,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.2106607044718917,0.0409268633604178,-0.16451140099023315,-0.9810141559830953,Middle-Aged,0.09090909090909091,High
27,0,1469,1,2,4,1,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-1.0866755151470848,-0.5850117446735829,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Medium
28,0,304,9,4,2,1,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.9771736638126857,-0.2548084481446332,-0.5502079870438897,-0.0013328996684553085,Young,0.875,Medium
49,0,1261,7,3,2,1,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1.3223652142096962,1.05773242156543,1.8925370579626022,-0.32789331844000197,Senior,0.18518518518518517,High
51,0,1178,14,2,3,0,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.5413689168784945,-0.3276507898284725,0.8640128284861845,-0.0013328996684553085,Senior,0.3684210526315789,Medium
36,0,329,2,3,4,0,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.10115885313749257,-0.87753004424307,-0.678773515728442,-0.8177339465973219,Middle-Aged,0.2857142857142857,Low
34,1,1362,19,3,1,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.3201625558062908,-0.24308933323650764,-0.2930769296747854,-0.32789331844000197,Middle-Aged,0.5,Medium
55,0,1311,2,3,3,0,97,3,4,4,16581,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.979376322216091,2.3482137808601977,2.406799172700811,-0.32789331844000197,Senior,0.16129032258064516,High
24,0,1371,10,4,4,0,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.4151810691502822,-0.4829865090028427,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Medium
30,0,202,2,1,3,1,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,-0.7581699611438873,-0.8929257442204115,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
26,1,575,3,1,3,1,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-1.1961773664814839,-0.7490793533873408,-0.5502079870438897,-0.16461310905422863,Young,0.75,Low
22,0,253,11,3,1,0,43,3,1,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-1.6341847718190805,-0.9462362277240415,-1.193035630466651,-0.8177339465973219,Young,0.6666666666666666,Low
36,0,164,2,2,2,1,61,2,3,3,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.10115885313749257,0.2835814779286648,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,High
30,1,464,4,3,3,1,40,3,1,4,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7581699611438873,-0.9368149784841758,-1.0644701017820986,-0.9810141559830953,Young,0.25,Low
37,0,1107,14,3,4,0,95,3,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.008342998196906572,-0.7647048399315082,0.8640128284861845,1.794749403575051,Middle-Aged,0.9473684210526315,Low
40,0,759,2,2,4,0,46,3,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.33684855220010396,-0.14864705427102515,-0.42164245835933756,-0.32789331844000197,Middle-Aged,0.5555555555555556,Medium
42,0,201,1,4,2,0,95,3,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.5558522548689022,-0.8699470875378124,-0.42164245835933756,-0.32789331844000197,Middle-Aged,0.5555555555555556,Low
37,0,1305,10,4,3,1,49,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.008342998196906572,-0.49746306271288016,0.8640128284861845,-0.9810141559830953,Middle-Aged,0.05263157894736842,Medium
43,0,982,12,3,1,1,59,2,4,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6653541062033014,1.8323429383358472,1.76397152927805,2.9377108692754645,Middle-Aged,0.9615384615384616,High
40,0,555,2,3,2,0,78,2,2,3,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.33684855220010396,-0.6695732012655478,1.121143885855289,-0.9810141559830953,Middle-Aged,0.047619047619047616,Low
54,0,821,5,2,1,1,86,3,5,1,16581,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1.869874470881692,2.3482137808601977,1.6354060005934978,-0.4911735278257753,Senior,0.16,High
34,0,1381,4,4,3,0,72,3,2,3,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.3201625558062908,0.04046729022676582,-0.678773515728442,-0.6544537372115486,Middle-Aged,0.42857142857142855,High
31,0,480,7,2,2,0,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-0.6486681098094882,-0.4724163269288471,0.2211851850634235,0.9783483566461847,Middle-Aged,0.9285714285714286,Medium
43,0,313,21,3,4,1,61,3,1,4,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0.6653541062033014,-0.9430192157884776,-0.42164245835933756,-0.6544537372115486,Middle-Aged,0.3333333333333333,Low
43,0,1473,8,4,3,0,74,3,2,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6653541062033014,-0.4227824284944329,-0.42164245835933756,-0.32789331844000197,Middle-Aged,0.5555555555555556,Medium
25,0,891,4,2,2,0,99,2,2,4,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,-1.3056792178158831,-0.43082495833334267,-0.8073390444129942,-0.32789331844000197,Young,0.8333333333333334,Medium
37,0,1063,25,5,2,0,72,3,2,3,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.008342998196906572,-0.4395568478727303,0.4783162424325279,0.9783483566461847,Middle-Aged,0.8125,Medium
31,0,329,1,2,4,1,98,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.6486681098094882,-0.9522106784615172,-0.9359045730975464,-0.4911735278257753,Middle-Aged,0.8,Low
39,0,1218,1,1,2,1,52,3,5,3,16581,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.22734670086570485,2.3482137808601977,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
56,0,906,6,3,3,0,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2.08887817355049,1.5740628372234327,3.1781923448081244,-0.0013328996684553085,Senior,0.1891891891891892,High
30,0,1082,12,3,2,0,83,3,2,3,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,-0.7581699611438873,0.04942896633297948,-0.678773515728442,-0.32789331844000197,Young,0.7142857142857143,High
41,0,645,1,3,2,1,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0.4463504035345031,0.46649158512215394,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,High
28,0,1300,17,2,3,1,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,-0.9771736638126857,-0.41451011208869726,-0.16451140099023315,0.48850772848886465,Young,0.9090909090909091,Medium
25,1,688,3,3,1,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,-1.3056792178158831,-0.5356076328059948,-0.678773515728442,-0.8177339465973219,Young,0.2857142857142857,Medium
52,0,319,3,3,4,1,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1.6508707682128936,0.36929186735475955,2.1496681153317065,-0.32789331844000197,Senior,0.1724137931034483,High
45,0,192,10,2,1,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.8843578088720997,-0.852023735325385,-0.42164245835933756,-0.8177339465973219,Middle-Aged,0.2222222222222222,Low
52,0,1490,4,2,4,0,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.6508707682128936,2.3422393301227222,2.535364701385363,-0.32789331844000197,Senior,0.15625,High
